Unnamed: 0,user_id,name,email,company,role,verified,item_id,item_name,category,description,price,supplier,stock,invoice_id,vendor_id,invoice_date,due_date,amount,status,related_item_id,from,to,subject,body,email_type,generated_reply,response_date,summary,previous_interactions,phone,address,timestamp,reply_text,action_taken
258.0,2427.0,Terri Morris,dpatterson@yahoo.com,Patterson-Chavez,Supply Chain Lead,False,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,19.0,INV-2000,V3528,2025-07-03,2025-08-02,27564.25,Overdue,C101,dpatterson@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-2000,"Hello, could you confirm the status of invoice INV-2000 for Hydraulic Pump?",Invoice Query,"Dear Terri Morris, the payment status for invoice INV-2000 is Overdue.",2025-07-04,Terri Morris requested status of INV-2000 for Hydraulic Pump; response sent confirming Overdue.,"[{'uuid': '09d27bae-d0a7-43ed-ad11-6b5044add5ef', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",7273121556.0,"198, Main Street, City5",,,
259.0,9786.0,William Gonzales,meganwhite@solomon.info,Brown Inc,Procurement Manager,False,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,30.0,INV-3009,V2541,2025-07-22,2025-08-21,456029.7,Paid,C105,meganwhite@solomon.info,support@aerosupply.com,Invoice status inquiry INV-3009,"Hello, could you confirm the status of invoice INV-3009 for Flight Control Computer?",Invoice Query,"Dear William Gonzales, the payment status for invoice INV-3009 is Paid.",2025-07-23,William Gonzales requested status of INV-3009 for Flight Control Computer; response sent confirming Paid.,"[{'uuid': '4d06ec30-0c56-4467-8451-9172112afa9d', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",7058517740.0,"555, Main Street, City13",,,
260.0,1766.0,Jonathan Page,sanchezjamie@yahoo.com,Lopez-Boyd,Engineer,True,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,45.0,INV-4560,V8427,2025-09-08,2025-10-08,393761.25,Paid,C103,sanchezjamie@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-4560,"Hello, could you confirm the status of invoice INV-4560 for Jet Fuel Pump?",Invoice Query,"Dear Jonathan Page, the payment status for invoice INV-4560 is Paid.",2025-09-09,Jonathan Page requested status of INV-4560 for Jet Fuel Pump; response sent confirming Paid.,"[{'uuid': '36bc4b27-3151-4f24-a3ab-9b39ee5a65fc', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",6744870636.0,"511, Main Street, City4",,,
261.0,3669.0,Peter Howard,richard55@gutierrez-jensen.net,Kemp-Jackson,Finance Officer,True,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,1.0,INV-4650,V4050,2025-09-12,2025-10-12,15200.99,Paid,C105,richard55@gutierrez-jensen.net,support@aerosupply.com,Invoice status inquiry INV-4650,"Hello, could you confirm the status of invoice INV-4650 for Flight Control Computer?",Invoice Query,"Dear Peter Howard, the payment status for invoice INV-4650 is Paid.",2025-09-13,Peter Howard requested status of INV-4650 for Flight Control Computer; response sent confirming Paid.,"[{'uuid': '1b013c60-4120-42da-9a41-1355541589bb', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",6448202319.0,"650, Main Street, City46",,,
262.0,8094.0,Summer Shepherd,christinemclaughlin@allen.com,"Parsons, Cohen and Marsh",Finance Officer,False,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,32.0,INV-1439,V9943,2025-08-13,2025-09-12,179216.0,Pending,C102,christinemclaughlin@allen.com,support@aerosupply.com,Invoice status inquiry INV-1439,"Hello, could you confirm the status of invoice INV-1439 for Avionics Display?",Invoice Query,"Dear Summer Shepherd, the payment status for invoice INV-1439 is Pending.",2025-08-14,Summer Shepherd requested status of INV-1439 for Avionics Display; response sent confirming Pending.,"[{'uuid': '62df553e-7942-4559-b8f2-59b97a8cdc27', 'context': 'User requested catalog details for Avionics Display (C102)'}]",9101626806.0,"751, Main Street, City43",,,
263.0,9717.0,Derek Bell,cantrellchristopher@beasley.com,Johnson-Welch,Procurement Manager,False,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,15.0,INV-3195,V1595,2025-08-04,2025-09-03,84007.5,Pending,C102,cantrellchristopher@beasley.com,support@aerosupply.com,Invoice status inquiry INV-3195,"Hello, could you confirm the status of invoice INV-3195 for Avionics Display?",Invoice Query,"Dear Derek Bell, the payment status for invoice INV-3195 is Pending.",2025-08-05,Derek Bell requested status of INV-3195 for Avionics Display; response sent confirming Pending.,"[{'uuid': '54e514c3-36aa-40aa-b8f0-c1f68fe942fd', 'context': 'User requested catalog details for Avionics Display (C102)'}]",8315960182.0,"777, Main Street, City41",,,
264.0,1749.0,Mark Foster,franklinmegan@woods-lopez.com,"Douglas, Ford and Myers",Supply Chain Lead,True,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,19.0,INV-6344,V1081,2025-07-18,2025-08-17,39900.0,Overdue,C104,franklinmegan@woods-lopez.com,support@aerosupply.com,Invoice status inquiry INV-6344,"Hello, could you confirm the status of invoice INV-6344 for Landing Gear Tire?",Invoice Query,"Dear Mark Foster, the payment status for invoice INV-6344 is Overdue.",2025-07-19,Mark Foster requested status of INV-6344 for Landing Gear Tire; response sent confirming Overdue.,"[{'uuid': 'c870ae5b-7500-4cb8-a17e-d5139de9395a', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",9613347505.0,"423, Main Street, City10",,,
265.0,9352.0,Kenneth Barnett,pzuniga@curtis.biz,Brown and Sons,Supply Chain Lead,False,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,17.0,INV-8091,V6359,2025-08-15,2025-09-14,258416.83,Pending,C105,pzuniga@curtis.biz,support@aerosupply.com,Invoice status inquiry INV-8091,"Hello, could you confirm the status of invoice INV-8091 for Flight Control Computer?",Invoice Query,"Dear Kenneth Barnett, the payment status for invoice INV-8091 is Pending.",2025-08-16,Kenneth Barnett requested status of INV-8091 for Flight Control Computer; response sent confirming Pending.,"[{'uuid': '98558664-8ba0-4a67-b760-bd3c711c7af9', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",9182753650.0,"968, Main Street, City31",,,
266.0,6896.0,Jeffrey Christensen,amanda28@yahoo.com,Hodge and Sons,Procurement Manager,True,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,20.0,INV-9462,V2365,2025-07-09,2025-08-08,42000.0,Pending,C104,amanda28@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-9462,"Hello, could you confirm the status of invoice INV-9462 for Landing Gear Tire?",Invoice Query,"Dear Jeffrey Christensen, the payment status for invoice INV-9462 is Pending.",2025-07-10,Jeffrey Christensen requested status of INV-9462 for Landing Gear Tire; response sent confirming Pending.,"[{'uuid': '2c9e4c53-d8d8-44b1-9a01-be6c0ea5aa80', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",9066256143.0,"711, Main Street, City41",,,
267.0,8130.0,Jennifer Webb,james87@hotmail.com,Lopez-Richardson,Procurement Manager,False,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,7.0,INV-9767,V8911,2025-07-28,2025-08-27,61251.75,Paid,C103,james87@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-9767,"Hello, could you confirm the status of invoice INV-9767 for Jet Fuel Pump?",Invoice Query,"Dear Jennifer Webb, the payment status for invoice INV-9767 is Paid.",2025-07-29,Jennifer Webb requested status of INV-9767 for Jet Fuel Pump; response sent confirming Paid.,"[{'uuid': '9ad9612f-4e30-4470-a52d-5011cd7d821e', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",8151276578.0,"719, Main Street, City2",,,
268.0,6337.0,Ashley Gordon,nburch@gmail.com,"James, Henderson and Oneill",Engineer,True,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,11.0,INV-1195,V8312,2025-08-31,2025-09-30,61605.5,Paid,C102,nburch@gmail.com,support@aerosupply.com,Invoice status inquiry INV-1195,"Hello, could you confirm the status of invoice INV-1195 for Avionics Display?",Invoice Query,"Dear Ashley Gordon, the payment status for invoice INV-1195 is Paid.",2025-09-01,Ashley Gordon requested status of INV-1195 for Avionics Display; response sent confirming Paid.,"[{'uuid': '35c05007-b3ae-4e39-b7c2-c9632bb62fbe', 'context': 'User requested catalog details for Avionics Display (C102)'}]",6799606063.0,"372, Main Street, City17",,,
269.0,2210.0,Andrew Scott,christopher38@gmail.com,"Parks, Eaton and Smith",Procurement Manager,True,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,46.0,INV-6336,V2714,2025-08-04,2025-09-03,257623.0,Pending,C102,christopher38@gmail.com,support@aerosupply.com,Invoice status inquiry INV-6336,"Hello, could you confirm the status of invoice INV-6336 for Avionics Display?",Invoice Query,"Dear Andrew Scott, the payment status for invoice INV-6336 is Pending.",2025-08-05,Andrew Scott requested status of INV-6336 for Avionics Display; response sent confirming Pending.,"[{'uuid': '4ae69c79-3f38-4ede-abe0-e11320612868', 'context': 'User requested catalog details for Avionics Display (C102)'}]",7553563433.0,"119, Main Street, City22",,,
270.0,8467.0,Maria Torres,christopherbrown@olsen.com,"Mueller, Austin and Moore",Engineer,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,3.0,INV-1943,V1356,2025-07-07,2025-08-06,4352.25,Overdue,C101,christopherbrown@olsen.com,support@aerosupply.com,Invoice status inquiry INV-1943,"Hello, could you confirm the status of invoice INV-1943 for Hydraulic Pump?",Invoice Query,"Dear Maria Torres, the payment status for invoice INV-1943 is Overdue.",2025-07-08,Maria Torres requested status of INV-1943 for Hydraulic Pump; response sent confirming Overdue.,"[{'uuid': '5003850c-ec77-4a7c-b53e-81cf3cd9c331', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",7418141702.0,"361, Main Street, City30",,,
271.0,3978.0,Edward Montgomery,bethanyschaefer@hotmail.com,Mitchell LLC,Finance Officer,False,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,45.0,INV-3493,V2198,2025-08-31,2025-09-30,94500.0,Paid,C104,bethanyschaefer@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-3493,"Hello, could you confirm the status of invoice INV-3493 for Landing Gear Tire?",Invoice Query,"Dear Edward Montgomery, the payment status for invoice INV-3493 is Paid.",2025-09-01,Edward Montgomery requested status of INV-3493 for Landing Gear Tire; response sent confirming Paid.,"[{'uuid': 'ac77ce49-5992-4d02-85f0-39d8a273f216', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",8949663139.0,"171, Main Street, City2",,,
272.0,3133.0,Kevin Kim,maureenfranco@jackson.net,Mitchell and Sons,Finance Officer,True,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,27.0,INV-6918,V2378,2025-08-30,2025-09-29,56700.0,Pending,C104,maureenfranco@jackson.net,support@aerosupply.com,Invoice status inquiry INV-6918,"Hello, could you confirm the status of invoice INV-6918 for Landing Gear Tire?",Invoice Query,"Dear Kevin Kim, the payment status for invoice INV-6918 is Pending.",2025-08-31,Kevin Kim requested status of INV-6918 for Landing Gear Tire; response sent confirming Pending.,"[{'uuid': 'b893821b-8ce2-40d2-824a-ed18fe18e434', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",6351118515.0,"796, Main Street, City6",,,
273.0,4384.0,Robert White DDS,prichardson@hotmail.com,Glover Ltd,Engineer,False,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,19.0,INV-2888,V8617,2025-08-10,2025-09-09,166254.75,Overdue,C103,prichardson@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-2888,"Hello, could you confirm the status of invoice INV-2888 for Jet Fuel Pump?",Invoice Query,"Dear Robert White DDS, the payment status for invoice INV-2888 is Overdue.",2025-08-11,Robert White DDS requested status of INV-2888 for Jet Fuel Pump; response sent confirming Overdue.,"[{'uuid': '6a12443b-57b9-4300-a1c6-68c59bb00fee', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",6431541858.0,"515, Main Street, City10",,,
274.0,6489.0,Ashley Butler,rebecca86@gmail.com,Adams-Watson,Procurement Manager,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,48.0,INV-3914,V4512,2025-06-24,2025-07-24,69636.0,Paid,C101,rebecca86@gmail.com,support@aerosupply.com,Invoice status inquiry INV-3914,"Hello, could you confirm the status of invoice INV-3914 for Hydraulic Pump?",Invoice Query,"Dear Ashley Butler, the payment status for invoice INV-3914 is Paid.",2025-06-25,Ashley Butler requested status of INV-3914 for Hydraulic Pump; response sent confirming Paid.,"[{'uuid': '71f127c2-f8df-4c0c-a14e-949c5bd2c808', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",6766716722.0,"360, Main Street, City14",,,
275.0,3990.0,Rebecca Wilson,jeffreyclark@gmail.com,"Cox, Walker and Hardy",Procurement Manager,True,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,34.0,INV-4141,V2913,2025-08-20,2025-09-19,190417.0,Pending,C102,jeffreyclark@gmail.com,support@aerosupply.com,Invoice status inquiry INV-4141,"Hello, could you confirm the status of invoice INV-4141 for Avionics Display?",Invoice Query,"Dear Rebecca Wilson, the payment status for invoice INV-4141 is Pending.",2025-08-21,Rebecca Wilson requested status of INV-4141 for Avionics Display; response sent confirming Pending.,"[{'uuid': '51ff5ba9-1a1e-495a-aaad-4e18c6db9704', 'context': 'User requested catalog details for Avionics Display (C102)'}]",8206735002.0,"552, Main Street, City25",,,
276.0,2837.0,Justin Jones,sheriritter@gmail.com,Nelson and Sons,Finance Officer,False,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,26.0,INV-6433,V7208,2025-07-18,2025-08-17,227506.5,Overdue,C103,sheriritter@gmail.com,support@aerosupply.com,Invoice status inquiry INV-6433,"Hello, could you confirm the status of invoice INV-6433 for Jet Fuel Pump?",Invoice Query,"Dear Justin Jones, the payment status for invoice INV-6433 is Overdue.",2025-07-19,Justin Jones requested status of INV-6433 for Jet Fuel Pump; response sent confirming Overdue.,"[{'uuid': '125a6c09-f713-4d08-8152-ff56ba71c242', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",8417096014.0,"315, Main Street, City29",,,
277.0,1860.0,Jack Miller,williamstammy@gmail.com,Wilson Ltd,Engineer,False,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,42.0,INV-3610,V1663,2025-06-30,2025-07-30,235221.0,Pending,C102,williamstammy@gmail.com,support@aerosupply.com,Invoice status inquiry INV-3610,"Hello, could you confirm the status of invoice INV-3610 for Avionics Display?",Invoice Query,"Dear Jack Miller, the payment status for invoice INV-3610 is Pending.",2025-07-01,Jack Miller requested status of INV-3610 for Avionics Display; response sent confirming Pending.,"[{'uuid': 'effcfd60-e426-4352-a2f4-13a4722fdc3c', 'context': 'User requested catalog details for Avionics Display (C102)'}]",8758153685.0,"643, Main Street, City37",,,
278.0,9973.0,David Watkins,jessicahernandez@johnson-george.com,Mcfarland-Fisher,Finance Officer,True,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,21.0,INV-7524,V6732,2025-07-01,2025-07-31,319220.79,Paid,C105,jessicahernandez@johnson-george.com,support@aerosupply.com,Invoice status inquiry INV-7524,"Hello, could you confirm the status of invoice INV-7524 for Flight Control Computer?",Invoice Query,"Dear David Watkins, the payment status for invoice INV-7524 is Paid.",2025-07-02,David Watkins requested status of INV-7524 for Flight Control Computer; response sent confirming Paid.,"[{'uuid': 'a5cb61cb-c907-430c-b35c-23abad72a5ea', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",6344050599.0,"561, Main Street, City7",,,
279.0,4482.0,Wanda Marshall,maureenkline@gmail.com,Jones-Mcbride,Engineer,False,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,39.0,INV-6757,V2183,2025-07-01,2025-07-31,81900.0,Pending,C104,maureenkline@gmail.com,support@aerosupply.com,Invoice status inquiry INV-6757,"Hello, could you confirm the status of invoice INV-6757 for Landing Gear Tire?",Invoice Query,"Dear Wanda Marshall, the payment status for invoice INV-6757 is Pending.",2025-07-02,Wanda Marshall requested status of INV-6757 for Landing Gear Tire; response sent confirming Pending.,"[{'uuid': '0936a7e9-30e1-49bf-8962-9ae2e8fb8275', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",7592730375.0,"785, Main Street, City38",,,
280.0,8988.0,Alison Brewer,arthurhubbard@hotmail.com,"Hawkins, Vazquez and Holden",Finance Officer,False,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,24.0,INV-1358,V4869,2025-09-13,2025-10-13,364823.76,Paid,C105,arthurhubbard@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-1358,"Hello, could you confirm the status of invoice INV-1358 for Flight Control Computer?",Invoice Query,"Dear Alison Brewer, the payment status for invoice INV-1358 is Paid.",2025-09-14,Alison Brewer requested status of INV-1358 for Flight Control Computer; response sent confirming Paid.,"[{'uuid': '884d5475-80a9-4d41-ad06-c21e0015012b', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",7880770730.0,"821, Main Street, City16",,,
281.0,1239.0,Kari Quinn,kimberlymoore@gmail.com,Woods Ltd,Finance Officer,True,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,1.0,INV-3574,V8001,2025-07-19,2025-08-18,5600.5,Overdue,C102,kimberlymoore@gmail.com,support@aerosupply.com,Invoice status inquiry INV-3574,"Hello, could you confirm the status of invoice INV-3574 for Avionics Display?",Invoice Query,"Dear Kari Quinn, the payment status for invoice INV-3574 is Overdue.",2025-07-20,Kari Quinn requested status of INV-3574 for Avionics Display; response sent confirming Overdue.,"[{'uuid': '27275f56-94b3-4fcb-a5cd-b56d0e2dbe09', 'context': 'User requested catalog details for Avionics Display (C102)'}]",6247777738.0,"964, Main Street, City3",,,
282.0,1291.0,Gloria Martin,ericbrown@levy-lloyd.info,Allen-Delacruz,Procurement Manager,True,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,25.0,INV-3253,V8042,2025-08-12,2025-09-11,52500.0,Pending,C104,ericbrown@levy-lloyd.info,support@aerosupply.com,Invoice status inquiry INV-3253,"Hello, could you confirm the status of invoice INV-3253 for Landing Gear Tire?",Invoice Query,"Dear Gloria Martin, the payment status for invoice INV-3253 is Pending.",2025-08-13,Gloria Martin requested status of INV-3253 for Landing Gear Tire; response sent confirming Pending.,"[{'uuid': '36d42cbe-7c1f-4d4c-89ec-de6115132c29', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",6937067056.0,"995, Main Street, City22",,,
283.0,5672.0,Monica Brown,reedjoseph@yahoo.com,"Gonzalez, Tran and Myers",Engineer,True,C102,Avionics Display,Electronics,Cockpit avionics display screen,5600.5,SkyAvionics,20.0,INV-9118,V3762,2025-08-24,2025-09-23,112010.0,Paid,C102,reedjoseph@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-9118,"Hello, could you confirm the status of invoice INV-9118 for Avionics Display?",Invoice Query,"Dear Monica Brown, the payment status for invoice INV-9118 is Paid.",2025-08-25,Monica Brown requested status of INV-9118 for Avionics Display; response sent confirming Paid.,"[{'uuid': 'dfdd7305-411e-47e2-8f08-8af46ae9a65f', 'context': 'User requested catalog details for Avionics Display (C102)'}]",9558665957.0,"852, Main Street, City23",,,
284.0,8715.0,Angela Moyer,brandi48@johnson.com,Olson-Logan,Finance Officer,False,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,23.0,INV-2290,V3250,2025-09-11,2025-10-11,201255.75,Paid,C103,brandi48@johnson.com,support@aerosupply.com,Invoice status inquiry INV-2290,"Hello, could you confirm the status of invoice INV-2290 for Jet Fuel Pump?",Invoice Query,"Dear Angela Moyer, the payment status for invoice INV-2290 is Paid.",2025-09-12,Angela Moyer requested status of INV-2290 for Jet Fuel Pump; response sent confirming Paid.,"[{'uuid': 'ea3e6aa8-7a87-44a1-8cc2-055cc4c3a294', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",6413097073.0,"734, Main Street, City47",,,
285.0,8903.0,Blake Weiss II,greersteven@yahoo.com,Phelps-Ruiz,Engineer,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,2.0,INV-4272,V6684,2025-07-30,2025-08-29,2901.5,Pending,C101,greersteven@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-4272,"Hello, could you confirm the status of invoice INV-4272 for Hydraulic Pump?",Invoice Query,"Dear Blake Weiss II, the payment status for invoice INV-4272 is Pending.",2025-07-31,Blake Weiss II requested status of INV-4272 for Hydraulic Pump; response sent confirming Pending.,"[{'uuid': 'a6e6031f-4bb6-4d24-80a6-eb47a2d17fb3', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",6395238914.0,"502, Main Street, City3",,,
286.0,4718.0,Erica Hardin,wrightcarol@gmail.com,Villarreal LLC,Procurement Manager,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,13.0,INV-1343,V9504,2025-07-19,2025-08-18,18859.75,Pending,C101,wrightcarol@gmail.com,support@aerosupply.com,Invoice status inquiry INV-1343,"Hello, could you confirm the status of invoice INV-1343 for Hydraulic Pump?",Invoice Query,"Dear Erica Hardin, the payment status for invoice INV-1343 is Pending.",2025-07-20,Erica Hardin requested status of INV-1343 for Hydraulic Pump; response sent confirming Pending.,"[{'uuid': '2fc1e84d-e39e-4b4c-bf29-d041cc934ef4', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",7625388479.0,"363, Main Street, City47",,,
287.0,5081.0,Christine Jones,garrettwood@cunningham-gutierrez.biz,"Mills, Murray and Fields",Procurement Manager,True,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,6.0,INV-6151,V6840,2025-08-04,2025-09-03,12600.0,Overdue,C104,garrettwood@cunningham-gutierrez.biz,support@aerosupply.com,Invoice status inquiry INV-6151,"Hello, could you confirm the status of invoice INV-6151 for Landing Gear Tire?",Invoice Query,"Dear Christine Jones, the payment status for invoice INV-6151 is Overdue.",2025-08-05,Christine Jones requested status of INV-6151 for Landing Gear Tire; response sent confirming Overdue.,"[{'uuid': 'b105e452-6154-4074-bdab-ffe5ba381041', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",8447731944.0,"758, Main Street, City1",,,
288.0,5995.0,Jill Ingram,anthonyboyer@gmail.com,Phillips LLC,Engineer,False,C104,Landing Gear Tire,Aircraft Parts,Durable tire for landing gear systems,2100.0,TireTech,38.0,INV-7602,V1139,2025-06-25,2025-07-25,79800.0,Paid,C104,anthonyboyer@gmail.com,support@aerosupply.com,Invoice status inquiry INV-7602,"Hello, could you confirm the status of invoice INV-7602 for Landing Gear Tire?",Invoice Query,"Dear Jill Ingram, the payment status for invoice INV-7602 is Paid.",2025-06-26,Jill Ingram requested status of INV-7602 for Landing Gear Tire; response sent confirming Paid.,"[{'uuid': '3c1d6fec-ad93-4357-85ea-9f5f57ff2021', 'context': 'User requested catalog details for Landing Gear Tire (C104)'}]",8821871970.0,"931, Main Street, City37",,,
289.0,2369.0,Joseph Luna,davidwilliamson@yahoo.com,Perez Group,Supply Chain Lead,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,38.0,INV-6746,V6376,2025-07-27,2025-08-26,55128.5,Overdue,C101,davidwilliamson@yahoo.com,support@aerosupply.com,Invoice status inquiry INV-6746,"Hello, could you confirm the status of invoice INV-6746 for Hydraulic Pump?",Invoice Query,"Dear Joseph Luna, the payment status for invoice INV-6746 is Overdue.",2025-07-28,Joseph Luna requested status of INV-6746 for Hydraulic Pump; response sent confirming Overdue.,"[{'uuid': 'a60b36ef-0e0f-4935-9eeb-718c5e6ba486', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",6469354202.0,"699, Main Street, City48",,,
290.0,8473.0,Matthew Mcdonald,melissatucker@evans.com,Robinson Ltd,Finance Officer,False,C105,Flight Control Computer,Electronics,Onboard flight control system computer,15200.99,ControlSys Inc,47.0,INV-2302,V7397,2025-09-10,2025-10-10,714446.53,Overdue,C105,melissatucker@evans.com,support@aerosupply.com,Invoice status inquiry INV-2302,"Hello, could you confirm the status of invoice INV-2302 for Flight Control Computer?",Invoice Query,"Dear Matthew Mcdonald, the payment status for invoice INV-2302 is Overdue.",2025-09-11,Matthew Mcdonald requested status of INV-2302 for Flight Control Computer; response sent confirming Overdue.,"[{'uuid': '2cb66e71-43ff-460b-85af-9fd393607765', 'context': 'User requested catalog details for Flight Control Computer (C105)'}]",7033592245.0,"601, Main Street, City2",,,
291.0,4666.0,Luis Russell,arielaustin@owens-strickland.com,Holland LLC,Finance Officer,False,C103,Jet Fuel Pump,Engine Parts,Fuel pump for jet engines,8750.25,JetSupply Ltd,29.0,INV-1357,V6399,2025-09-06,2025-10-06,253757.25,Paid,C103,arielaustin@owens-strickland.com,support@aerosupply.com,Invoice status inquiry INV-1357,"Hello, could you confirm the status of invoice INV-1357 for Jet Fuel Pump?",Invoice Query,"Dear Luis Russell, the payment status for invoice INV-1357 is Paid.",2025-09-07,Luis Russell requested status of INV-1357 for Jet Fuel Pump; response sent confirming Paid.,"[{'uuid': '1b583303-1d22-4984-b6ce-4344796e26fa', 'context': 'User requested catalog details for Jet Fuel Pump (C103)'}]",7582769109.0,"241, Main Street, City8",,,
292.0,9662.0,Jill Dickerson,lbarron@henderson.info,"Sheppard, Taylor and Hernandez",Engineer,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,29.0,INV-5337,V6772,2025-08-08,2025-09-07,42071.75,Paid,C101,lbarron@henderson.info,support@aerosupply.com,Invoice status inquiry INV-5337,"Hello, could you confirm the status of invoice INV-5337 for Hydraulic Pump?",Invoice Query,"Dear Jill Dickerson, the payment status for invoice INV-5337 is Paid.",2025-08-09,Jill Dickerson requested status of INV-5337 for Hydraulic Pump; response sent confirming Paid.,"[{'uuid': 'a07bf601-e63e-4db2-8ef1-3e04dbb1ec1e', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",9492414415.0,"435, Main Street, City2",,,
293.0,8041.0,Jillian Carter,longsonya@hotmail.com,"Soto, Smith and Rojas",Supply Chain Lead,True,C101,Hydraulic Pump,Aircraft Parts,Hydraulic pump for A320 landing gear,1450.75,AirParts Co,22.0,INV-8806,V6335,2025-08-09,2025-09-08,31916.5,Overdue,C101,longsonya@hotmail.com,support@aerosupply.com,Invoice status inquiry INV-8806,"Hello, could you confirm the status of invoice INV-8806 for Hydraulic Pump?",Invoice Query,"Dear Jillian Carter, the payment status for invoice INV-8806 is Overdue.",2025-08-10,Jillian Carter requested status of INV-8806 for Hydraulic Pump; response sent confirming Overdue.,"[{'uuid': '806cb47f-3f46-4a34-83a4-8e1e8edb1cd8', 'context': 'User requested catalog details for Hydraulic Pump (C101)'}]",6834950956.0,"387, Main Street, City50",,,
